term,period,meetingno,temp_meeting_no,billn,billcontent,billresult,url,date
5,6,16,0,30,主席：報告表決結果：在場委員人數一百九十四人，贊成者十一人，反對者一百八十三人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,31,主席：報告表決結果：在場委員人數一百六十二人，贊成者十人，反對者一百四十二人，棄權者十人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,32,主席：報告表決結果：在場委員人數一百九十二人，贊成者七十九人，反對者一百一十二人，棄權者一人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,33,主席：報告表決結果：在場委員人數一百八十六人，贊成者二人，反對者一百八十四人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,34,主席：報告表決結果，在場委員人數一百九十五人，贊成者一百零五人，反對者九十人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,35,主席：報告表決結果：在場委員人數一百九十六人，贊成者一百八十五人，反對者十一人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,36,主席：報告表決結果：在場委員人數一百九十一人，贊成者一百一十人，反者八十一人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,37,主席：報告表決結果：在場委員人數一百九十三人，贊成者一百九十三人，反對者零人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,38,主席：報告表決結果：在場委員人數一百九十六人，贊成者一百零四人，反對者九十二人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,39,主席：報告表決結果：在場委員人數一百九十人，贊成者一百七十八人，反對者十一人，棄權者一人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,40,主席：報告表決結果：在場委員人數一百九十四人，贊成者一百零三人，反對者九十一人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,41,主席：報告表決結果：在場委員人數一百九十三人，贊成者一百八十人，反對者十二人，棄權者一人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,42,主席：報告表決結果：在場委員人數一百九十五人，贊成者一百零五人，反對者九十人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,43,主席：報告表決結果：在場委員人數一百九十五人，贊成者一百八十五人，反對者十人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,44,主席：報告表決結果：在場委員人數一百九十七人，贊成者一百零七人，反對者九十人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,45,主席：報告表決結果：在場委員人數一百九十五人，贊成者一百八十四人，反對者十一人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,46,主席：報告表決結果：在場委員人數一百九十八人，贊成者一百零七人，反對者九十一人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,47,主席：報告表決結果：在場委員人數一百八十九人，贊成者一百八十人，反對者九人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,48,主席：報告表決結果：在場委員人數一百九十五人，贊成者九十三人，反對者一百零一人，棄權者一人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,49,主席：報告表決結果：在場委員人數一百九十七人，贊成者十三人，反對者一百八十三人，棄權者一人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,50,主席：報告表決結果：在場委員人數一百九十五人，贊成者一百零二人，反對者九十一人，棄權者二人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,51,主席：報告表決結果：在場委員人數一百九十六人，贊成者一百八十三人，反對者十一人，棄權者二人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,52,主席：報告表決結果：在場委員人數一百九十三人，贊成者二十八人，反對者一百六十四人，棄權者一人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,53,主席：報告表決結果：在場委員人數一百九十四人，贊成者四十三人，反對者一百四十九人，棄權者二人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,54,主席：報告表決結果：在場委員人數一百九十人，贊成者九十七人，反對者九十一人，棄權者二人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,55,主席：報告表決結果：在場委員人數一百八十九人，贊成者一百七十七人，反對者十一人，棄權者一人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,56,主席：報告表決結果：在場委員人數一百九十四人，贊成者一百零二人，反對者九十一人，棄權者一人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,57,主席：報告表決結果：在場委員人數一百九十三人，贊成者一百八十四人，反對者九人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,58,主席：報告表決結果：在場委員人數一百九十三人，贊成者一百零一人，反對者九十一人，棄權者一人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,59,主席：報告表決結果：在場委員人數一百九十人，贊成者一百七十九人，反對者十一人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,60,主席：報告表決結果：在場委員人數一百八十九人，贊成者九十九人，反對者九十人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,61,主席：報告表決結果：在場委員人數一百九十二人，贊成者一百八十一人，反對者十一人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,62,主席：報告表決結果：在場委員人數一百九十三人，贊成者一百零三人，反對者九十人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,63,主席：報告表決結果：在場委員人數一百八十一人，贊成者一百七十二人，反對者八人，棄權者一人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,64,主席：報告表決結果：在場委員人數一百八十一人，贊成者八十七人，反對者九十二人，棄權者二人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,65,主席：報告表決結果：在場委員一百八十八人，贊成者九十三人，反對者九十五人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,66,主席：報告表決結果：在場委員人數一百九十六人，贊成者八十七人，反對者一百零九人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,67,主席：報告表決結果：在場委員人數一百九十三人，贊成者十一人，反對者一百八十一人，棄權者一人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,68,主席：報告表決結果：在場委員人數一百九十八人，贊成者九十三人，反對者一百零五人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,69,主席：報告表決結果：在場委員人數一百九十四人，贊成者十五人，反對者一百七十九人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,70,主席：報告表決結果：在場委員人數一百八十九人，贊成者一百零八人，反對者八十一人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,71,主席：報告表決結果：在場委員人數一百九十一人，贊成者一百一十人，反對者八十一人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,72,主席：報告表決結果：在場委員人數一百八十九人，贊成者七十九人，反對者一百零八人，棄權者二人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,73,主席：報告表決結果：出席委員人數一百九十二人，贊成者八十一人，反對者一百一十人，棄權者一人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
5,6,16,0,74,主席：報告表決結果：在場委員人數一百九十人，贊成者一百一十人，反對者八十人，多數，第四十條照乙案條文通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第5屆第6會期第16次會議紀錄.html,"094/01/20,094/01/21"
6,1,13,0,1,主席：報告表決結果：在場委員211人，贊成者87人，反對者124人，少數，不通過，本案維持原決議。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第13次會議紀錄.html,"094/05/20,094/05/24"
6,1,13,0,2,主席：報告表決結果：在場委員210人，贊成者87人，反對者123人，少數，不通過，本案維持原決議。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第13次會議紀錄.html,"094/05/20,094/05/24"
6,1,14,0,1,主席：報告表決結果：在場委員201人，贊成者102人，反對者89人，棄權者10人，多數，本案照國民黨黨團提案通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第14次會議紀錄.html,"094/05/24,094/05/31"
6,1,14,0,2,主席：報告表決結果：在場委員203人，贊成者103人，反對者100人，多數，本案照國民黨黨團提案通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第14次會議紀錄.html,"094/05/24,094/05/31"
6,1,14,0,3,主席：報告表決結果：在場委員203人，贊成者104人，反對者88人，棄權者11人，多數，本案照國民黨黨團提案通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第14次會議紀錄.html,"094/05/24,094/05/31"
6,1,14,0,4,主席：報告表決結果：在場委員192人，贊成者21人，反對者156人，棄權者15人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第14次會議紀錄.html,"094/05/24,094/05/31"
6,1,14,0,5,主席：報告表決結果：在場委員198人，贊成者154人，反對者28人，棄權者16人，多數，本案照台灣團結聯盟立法院黨團、無黨團結聯盟立法院黨團共同提案通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第14次會議紀錄.html,"094/05/24,094/05/31"
6,1,14,0,6,主席：報告表決結果：在場委員人數200人，贊成者101人，反對者98人，棄權者1人，多數，本案照陳委員朝龍等11人提案通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第14次會議紀錄.html,"094/05/24,094/05/31"
6,1,14,0,7,主席：報告表決結果：在場委員人數200人。贊成者101人，反對者98人，棄權者1人，多數，本案照陳委員朝龍等11人提案通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第14次會議紀錄.html,"094/05/24,094/05/31"
6,1,14,0,8,主席：報告表決結果：在場委員204人，贊成者109人，反對者95人，多數，本案照親民黨黨團提案通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第14次會議紀錄.html,"094/05/24,094/05/31"
6,1,14,0,9,主席：報告表決結果：在場委員205人，贊成者108人，反對者97人，多數，本案照親民黨黨團提案通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第14次會議紀錄.html,"094/05/24,094/05/31"
6,1,14,0,10,主席：報告表決結果：在場委員205人，贊成者14人，反對者188人，棄權者3人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第14次會議紀錄.html,"094/05/24,094/05/31"
6,1,14,0,11,主席：報告表決結果：在場委員207人，贊成者12人，反對者195人，本案贊成者少數，台灣團結聯盟黨團提案不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第14次會議紀錄.html,"094/05/24,094/05/31"
6,1,14,0,12,主席：報告表決結果：在場委員209人，贊成者13人，反對者195人，棄權者1人，本案贊成者少數，台灣團結聯盟黨團提案不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第14次會議紀錄.html,"094/05/24,094/05/31"
6,1,14,0,13,主席：報告表決結果：在場委員210人，贊成者110人，反對者88人，棄權者12人，多數，本案通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第14次會議紀錄.html,"094/05/24,094/05/31"
6,1,14,0,14,主席：報告表決結果：在場委員210人，贊成者111人，反對者88人，棄權者11人，多數，本案通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第1會期第14次會議紀錄.html,"094/05/24,094/05/31"
6,2,3,0,1,主席：報告表決結果：在場委員204人，贊成者113人，反對者91人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第3次會議紀錄.html,"094/09/23,094/09/27"
6,2,3,0,2,主席：報告表決結果：在場委員人數207人，贊成國民黨黨團提議將319事件真相調查條例從法制委員會抽出並列為本次會議討論事項第十六案者112人，反對者95人，多數，通過。本案逕付二讀並列為討論事項第十六案。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第3次會議紀錄.html,"094/09/23,094/09/27"
6,2,3,0,3,主席：報告表決結果：在場委員人數205人，贊成國民黨黨團提議將三一九事件真相調查條例從法制委員會抽出並列為本次會議討論事項第十六案者111人，反對者94人，多數，通過。黃委員義交聲明方才表決係按「贊成」，特此更正，列入紀錄。本案逕付二讀並列為討論事項第十六案。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第3次會議紀錄.html,"094/09/23,094/09/27"
6,2,3,0,4,主席：報告表決結果：在場委員人數207人，贊成國民黨提議將中央選舉委員會組織法草案從委員會抽出逕付二讀並列為本次會議討論事項第十七案者112人，反對者94人，棄權者1人，多數，通過。黃委員偉哲聲明方才表決係按「反對」，特此更正，列入紀錄。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第3次會議紀錄.html,"094/09/23,094/09/27"
6,2,3,0,5,主席：報告重付表決結果：在場委員206人，贊成者113人，反對者93人，棄權者0人，多數，通過。本案逕付二讀，並列為本次會議討論事項第17案。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第3次會議紀錄.html,"094/09/23,094/09/27"
6,2,3,0,6,主席：報告表決結果：在場委員139人，贊成者116人，反對者10人，棄權者13人，多數，通過。本案逕付二讀，並列為本次會議討論事項第十八案。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第3次會議紀錄.html,"094/09/23,094/09/27"
6,2,3,0,7,主席：報告重付表決結果：在場委員129人，贊成者112人，反對者11人，棄權者6人，多數，通過。本案逕付二讀，並列為本次會議討論事項第十八案。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第3次會議紀錄.html,"094/09/23,094/09/27"
6,2,3,0,8,主席：報告表決結果：在場委員117人，贊成者107人，反對者10人，棄權者0人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第3次會議紀錄.html,"094/09/23,094/09/27"
6,2,3,0,9,主席：報告重付表決結果：在場委員117人，贊成者106人，反對者11人，棄權者0人，多數，通過。本案逕付二讀，並由無黨團結聯盟黨團負責召集協商。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第3次會議紀錄.html,"094/09/23,094/09/27"
6,2,3,0,10,主席：報告表決結果：在場委員114人，贊成者98人，反對者11人，棄權者5人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第3次會議紀錄.html,"094/09/23,094/09/27"
6,2,3,0,11,主席：報告表決結果：在場委員121人，贊成者109人，反對者11人，棄權者1人，多數，通過。本案逕付二讀，並由無黨團結聯盟黨團負責召集協商。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第3次會議紀錄.html,"094/09/23,094/09/27"
6,2,5,0,1,主席：報告表決結果：在場委員88人，贊成者79人，反對者7人，棄權者2人，多數通過，本案停止廣泛討論。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第5次會議紀錄.html,"094/10/07,094/10/11"
6,2,5,0,2,主席：報告表決結果：在場委員112人，贊成者112人，反對者0人，多數，通過，現在停止討論。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第5次會議紀錄.html,"094/10/07,094/10/11"
6,2,5,0,3,主席：報告表決結果：在場委員113人，贊成者111人，反對者2人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第5次會議紀錄.html,"094/10/07,094/10/11"
6,2,7,0,1,主席：報告表決結果：在場委員211人，贊成者98人，反對者113人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第7次會議紀錄.html,094/10/21
6,2,7,0,2,主席：報告表決結果：在場委員211人，贊成者98人，反對者113人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第7次會議紀錄.html,094/10/21
6,2,7,0,3,主席：報告表決結果：在場委員210人，贊成者112人，反對者98人，多數，本案照國民黨黨團所提丙案通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第7次會議紀錄.html,094/10/21
6,2,9,0,1,主席：報告表決結果：在場委員201人，贊成者115人，反對者86人，棄權者0人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第9次會議紀錄.html,"094/11/04,094/11/08"
6,2,9,0,2,主席：報告表決結果：在場委員人數204人，贊成者106人，反對者96人，棄權者2人，多數，通過。,Passed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第9次會議紀錄.html,"094/11/04,094/11/08"
6,2,9,0,3,主席：報告表決結果：在場委員人數202人，贊成者94人，反對者106人，棄權者2人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第9次會議紀錄.html,"094/11/04,094/11/08"
6,2,9,0,4,主席：報告表決結果：在場委員人數199人，贊成者99人，反對者100人，棄權者0人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第9次會議紀錄.html,"094/11/04,094/11/08"
6,2,9,0,5,主席：報告表決結果：在場委員205人，贊成者98人，反對者106人，棄權者1人，少數，不通過。,NotPassed,/mnt/e/Software/scripts/R/vote_record/2004_meeting/original/立法院第6屆第2會期第9次會議紀錄.html,"094/11/04,094/11/08"
